"status_id","created_at","text","favorite_count","retweet_count","tag1","tag2","tag3","tag4","lang","lat","lng","stripped_text","sent_value","sentiment"
"1315361883138875393",2020-10-11,"@BobbiesWaffles The bf and I just finished Schitt’s Creek tonight. Loved it! 😍",3,0,"NA",NA,NA,NA,"en",NA,NA,"BobbiesWaffles The bf and I just finished Schitts Creek tonight Loved it ",3,"positive"
"1315319419963355137",2020-10-11,"happy #NationalComingOutDay patrick brewer. his story is one that gives me hope, and shows me it’s never too late to try again and live your truth and find happiness, exactly as you are. i hope one day i can live a life as authentic as the one he finds in schitt’s creek. 🤍 https://t.co/jWFMMougoI",23,4,"NationalComingOutDay",NA,NA,NA,"en",NA,NA,"happy NationalComingOutDay patrick brewer his story is one that gives me hope and shows me its never too late to try again and live your truth and find happiness exactly as you are i hope one day i can live a life as authentic as the one he finds in schitts creek 🤍 ",10,"positive"
"1315327504635355137",2020-10-11,"i love the community i’ve become a part of because of schitt’s creek, and i consider myself overwhelmingly lucky to know you all, and to have been given the space to know myself better because of you all. so, just, thank you, all of you, for making me feel so welcome and loved 💖",21,0,"NA",NA,NA,NA,"en",NA,NA,"i love the community ive become a part of because of schitts creek and i consider myself overwhelmingly lucky to know you all and to have been given the space to know myself better because of you all so just thank you all of you for making me feel so welcome and loved ",9,"positive"
"1315361621976461314",2020-10-11,"@danjlevy @UANativeStudies Hey Dan! Just wanted to tell  you your writing on Schitt's Creek has meant a lot to my family. It's deeply funny, poignant, touching, and deserves every award it's won.

Can't wait to see everything you do over the course of your career. 🤗",7,0,"NA",NA,NA,NA,"en",NA,NA,"danjlevy UANativeStudies Hey Dan Just wanted to tell  you your writing on Schitts Creek has meant a lot to my family Its deeply funny poignant touching and deserves every award its wonCant wait to see everything you do over the course of your career 🤗",7,"positive"
"1315360951844171777",2020-10-11,"i have three episodes left of schitt's creek and i'm not ready to say goodbye yet. should i spread then out over a few days or just get white girl wasted and rip off the bandage and cry forever? tips @danjlevy?",1,0,"NA",NA,NA,NA,"en",NA,NA,"i have three episodes left of schitts creek and im not ready to say goodbye yet should i spread then out over a few days or just get white girl wasted and rip off the bandage and cry forever tips danjlevy",-3,"negative"
"1315360902523183104",2020-10-11,"@icedbilatte Agreed on all counts. And if you want to see old people who love each other and absolutely overflow with chemistry and personality and frustrating-in-a-fun-way flaws, try Grace and Frankie, or do a Schitt’s Creek re-watch with special attention/appreciation for Johnny and Moira.",1,0,"NA",NA,NA,NA,"en",NA,NA,"icedbilatte Agreed on all counts And if you want to see old people who love each other and absolutely overflow with chemistry and personality and frustratinginafunway flaws try Grace and Frankie or do a Schitts Creek rewatch with special attentionappreciation for Johnny and Moira",5,"positive"
"1315359873207599105",2020-10-11,"@PRisUs Looking forward to starting it! Finally got to the end of Schitt's Creek last night and so sad it's over.",2,0,"NA",NA,NA,NA,"en",NA,NA,"PRisUs Looking forward to starting it Finally got to the end of Schitts Creek last night and so sad its over",-2,"negative"
"1313661524200706049",2020-10-07,"This season six episode of Schitt's Creek with the return of Jake the Extremely Hot Bisexual is absolutely one of my new favorite episodes of the show.",0,0,"NA",NA,NA,NA,"en",NA,NA,"This season six episode of Schitts Creek with the return of Jake the Extremely Hot Bisexual is absolutely one of my new favorite episodes of the show",2,"positive"
"1315359484328529920",2020-10-11,"Okay I finally started Schitt’s Creek and Jesus Christ",3,0,"NA",NA,NA,NA,"en",NA,NA,"Okay I finally started Schitts Creek and Jesus Christ",1,"positive"
"1314657634310590464",2020-10-09,"I’M NOT READY TO FINISHING WATCHING SCHITT’S CREEK BUT THE STORY ARCS ARE RESOLVING BEAUTIFULLY AND I JUST HAVE FEELINGS.",19,0,"NA",NA,NA,NA,"en",NA,NA,"IM NOT READY TO FINISHING WATCHING SCHITTS CREEK BUT THE STORY ARCS ARE RESOLVING BEAUTIFULLY AND I JUST HAVE FEELINGS",6,"positive"
"1315359078005252101",2020-10-11,"@PiecesofRees @SchittsCreek @NoDaBrewing @realhomechef Yeah Schitt’s Creek has been a definite lifesaver in 2020. Same with our kid, obviously.",0,0,"NA",NA,NA,NA,"en",NA,NA,"PiecesofRees SchittsCreek NoDaBrewing realhomechef Yeah Schitts Creek has been a definite lifesaver in  Same with our kid obviously",5,"positive"
"1314910977637392384",2020-10-10,"@dj_tirpak @zachhall_ We are HUGE Schitt’s Creek fans 👏👏👏",1,0,"NA",NA,NA,NA,"en",NA,NA,"djtirpak zachhall We are HUGE Schitts Creek fans ",4,"positive"
"1315358994517520384",2020-10-11,"Important to appreciate those subtle moments of joy, and recently, for me, that’s been whenever Chris Elliott appears in frame in Schitt’s Creek",11,0,"NA",NA,NA,NA,"en",NA,NA,"Important to appreciate those subtle moments of joy and recently for me thats been whenever Chris Elliott appears in frame in Schitts Creek",3,"positive"
"1315358890242998276",2020-10-11,"Don't think I've ever felt as much like I've grown along with the characters as I do with Schitt's Creek. I really love every single character in that show.",2,0,"NA",NA,NA,NA,"en",NA,NA,"Dont think Ive ever felt as much like Ive grown along with the characters as I do with Schitts Creek I really love every single character in that show",3,"positive"
"1315358697749721088",2020-10-11,"The choice to have alexis say ""b-rock on the millennium tour"" is why Schitt's Creek is a perfect show its the ATTENTION TO DETAIL",4,0,"NA",NA,NA,NA,"en",NA,NA,"The choice to have alexis say brock on the millennium tour is why Schitts Creek is a perfect show its the ATTENTION TO DETAIL",3,"positive"
"1315027854585999368",2020-10-10,"I'm not ready for Schitt's Creek to be over but I need this beautiful thing",2,0,"NA",NA,NA,NA,"en",NA,NA,"Im not ready for Schitts Creek to be over but I need this beautiful thing",3,"positive"
"1315358277534969857",2020-10-11,"@drsoup09 Schitt’s Creek is amazing! So far modern family has been such easy watching and lighthearted comedy - a perfect show for unwinding",1,0,"NA",NA,NA,NA,"en",NA,NA,"drsoup Schitts Creek is amazing So far modern family has been such easy watching and lighthearted comedy  a perfect show for unwinding",8,"positive"
"1315358276574425088",2020-10-11,"DEAR ALEXIS FROM SCHITT’S CREEK

https://t.co/O8l2qiKplI",2,0,"NA",NA,NA,NA,"en",NA,NA,"DEAR ALEXIS FROM SCHITTS CREEK",2,"positive"
"1315357747534159873",2020-10-11,"okay, we finally watched the last season of Schitt’s Creek yesterday and i would just like to thank everyone who didn’t spoil the final episode Moira Rose wig reveal. thank you. thank you so much. what a delight.",4,0,"NA",NA,NA,NA,"en",NA,NA,"okay we finally watched the last season of Schitts Creek yesterday and i would just like to thank everyone who didnt spoil the final episode Moira Rose wig reveal thank you thank you so much what a delight",3,"positive"
"1315357298139770881",2020-10-11,"On my third watch of Schitt’s Creek in the last three weeks. 1) I have no life. 2) I just really love the show. 3) I cry pretty much at least once an episode from S3 on. What a gem of a show. @danjlevy @Realeugenelevy thank you for the little slice of heaven I fit in.",0,0,"NA",NA,NA,NA,"en",NA,NA,"On my third watch of Schitts Creek in the last three weeks  I have no life  I just really love the show  I cry pretty much at least once an episode from S on What a gem of a show danjlevy Realeugenelevy thank you for the little slice of heaven I fit in",6,"positive"
"1315356967083356160",2020-10-11,"So the truly wonderful @TedLasso has been the secret ingredient in me recommitting to daily, early exercise. (Only “allowed” watch it while on exercise bike) Other recs for similar 30min shows please? Schitt’s Creek seems closest, anything else?",0,0,"NA",NA,NA,NA,"en",NA,NA,"So the truly wonderful TedLasso has been the secret ingredient in me recommitting to daily early exercise Only allowed watch it while on exercise bike Other recs for similar min shows please Schitts Creek seems closest anything else",5,"positive"
"1315356288596017152",2020-10-11,"Watch Schitt's Creek if need a laugh.",0,0,"NA",NA,NA,NA,"en",NA,NA,"Watch Schitts Creek if need a laugh",1,"positive"
"1313133232066617345",2020-10-05,"@RadioMirage Awww I’ve opted out from dark content during the pandemic. It’s all Broad City, Schitt’s Creek and Drag Race for this guy. Hope you sleep better tonight 💛",1,0,"NA",NA,NA,NA,"en",NA,NA,"RadioMirage Awww Ive opted out from dark content during the pandemic Its all Broad City Schitts Creek and Drag Race for this guy Hope you sleep better tonight ",1,"positive"
"1315355665448173570",2020-10-11,"@Maria_Hinojosa Maria, have you already seen @lacasadepapel? It’s a heist show so there’s action, but not scary. If you didn’t already catch Handmaid’s Tale, Mad Men, Broad City, or Schitt’s Creek those are more options. Happy bingeing!",3,0,"NA",NA,NA,NA,"en",NA,NA,"MariaHinojosa Maria have you already seen lacasadepapel Its a heist show so theres action but not scary If you didnt already catch Handmaids Tale Mad Men Broad City or Schitts Creek those are more options Happy bingeing",-2,"negative"
"1315355538041888769",2020-10-11,"@nixw20 You inspire me. I just finished the last season of Schitt’s Creek. Dried my tears, and now need something to do.",2,0,"NA",NA,NA,NA,"en",NA,NA,"nixw You inspire me I just finished the last season of Schitts Creek Dried my tears and now need something to do",2,"positive"
"1313882727347900418",2020-10-07,"Schitt’s Creek has been one absolutely adorable show. It didn’t get boring for a minute",5,1,"NA",NA,NA,NA,"en",NA,NA,"Schitts Creek has been one absolutely adorable show It didnt get boring for a minute",1,"positive"
"1313742421101080576",2020-10-07,"Life is nothing but a strand of happy accidents 

-Schitt’s Creek",4,1,"NA",NA,NA,NA,"en",NA,NA,"Life is nothing but a strand of happy accidents Schitts Creek",1,"positive"
"1315354972020768774",2020-10-11,"@fajtastic They’ve showed reading culture in Schitt’s creek, they always read before bed. And I love how Rory is into books. I love it when they show the books integral part of life and have conversations about them",0,0,"NA",NA,NA,NA,"en",NA,NA,"fajtastic Theyve showed reading culture in Schitts creek they always read before bed And I love how Rory is into books I love it when they show the books integral part of life and have conversations about them",6,"positive"
"1315354599545606145",2020-10-11,"@fajtastic I’m on season 1 of Gilmore girls and I completed Schitt’s creek, it was a delight",0,0,"NA",NA,NA,NA,"en",NA,NA,"fajtastic Im on season  of Gilmore girls and I completed Schitts creek it was a delight",3,"positive"
"1315354849366749184",2020-10-11,"Yet here we are. So we’re using Schitt’s Creek as a lifeline again. I have a feeling it may be on constant repeat until November 3rd - or January 21st. Or as a last resort, until we relocate there ourselves if we don’t elect Joe Biden to save us.",0,0,"NA",NA,NA,NA,"en",NA,NA,"Yet here we are So were using Schitts Creek as a lifeline again I have a feeling it may be on constant repeat until November rd  or January st Or as a last resort until we relocate there ourselves if we dont elect Joe Biden to save us",2,"positive"
"1315354512908005379",2020-10-11,"@BobbiesWaffles Schitt’s Creek is fantastic ❤️",1,0,"NA",NA,NA,NA,"en",NA,NA,"BobbiesWaffles Schitts Creek is fantastic ️",4,"positive"
"1315354268547850241",2020-10-11,"@greyscribbles Hainaa? I’m on s4 of Gilmore Girls. Started Schitt’s Creek and it looked really good so I’m saving it for jab Prof bilkul sar pe ho and I need the 20 minute sitcom therapy.",0,0,"NA",NA,NA,NA,"en",NA,NA,"greyscribbles Hainaa Im on s of Gilmore Girls Started Schitts Creek and it looked really good so Im saving it for jab Prof bilkul sar pe ho and I need the  minute sitcom therapy",2,"positive"
"1315353963735265280",2020-10-11,"I did not expect to ugly cry at that Schitt’s Creek ending but here we are",3,0,"NA",NA,NA,NA,"en",NA,NA,"I did not expect to ugly cry at that Schitts Creek ending but here we are",-4,"negative"
"1315353462083915776",2020-10-11,"@littlefilme Watch Schitt's Creek if you want another comedy",2,0,"NA",NA,NA,NA,"en",NA,NA,"littlefilme Watch Schitts Creek if you want another comedy",1,"positive"
"1315353280445325313",2020-10-11,"I've gone from being a massive fan of Schitt's Creek to thinking it's very overrated, at some point I may watch it.",107,12,"NA",NA,NA,NA,"en",NA,NA,"Ive gone from being a massive fan of Schitts Creek to thinking its very overrated at some point I may watch it",3,"positive"
"1315352780605923329",2020-10-11,"and i’m so incredibly grateful that schitt’s creek and david rose in particular made me think critically about my own gender identity and expression for the first time so in honor of coming out day uhhhhh hi 😳 https://t.co/GCMBgBBkFi",8,0,"NA",NA,NA,NA,"en",NA,NA,"and im so incredibly grateful that schitts creek and david rose in particular made me think critically about my own gender identity and expression for the first time so in honor of coming out day uhhhhh hi  ",5,"positive"
"1314300937868058647",2020-10-08,"for me it was after I started schitt’s creek and was rewatching a John Mulaney special where he was talking about how his wedding was officiated by their good friend dan levy and I had a 🤯 worlds collide moment before realizing lmao",2,0,"NA",NA,NA,NA,"en",NA,NA,"for me it was after I started schitts creek and was rewatching a John Mulaney special where he was talking about how his wedding was officiated by their good friend dan levy and I had a 🤯 worlds collide moment before realizing lmao",3,"positive"
"1314976007192018945",2020-10-10,"either way this raises a lot of questions about how indian tv networks and the censor board work because multiple Bollywood movies about gay love stories have been released but two men can’t kiss on tv? shouldn’t this be something we want to talk about as schitt’s creek fans?",2,0,"NA",NA,NA,NA,"en",NA,NA,"either way this raises a lot of questions about how indian tv networks and the censor board work because multiple Bollywood movies about gay love stories have been released but two men cant kiss on tv shouldnt this be something we want to talk about as schitts creek fans",6,"positive"
"1315352390082625537",2020-10-11,"My mum has started watching Schitt’s Creek and she loves it. My work here is done https://t.co/JvXWcc0aPp",2,0,"NA",NA,NA,NA,"en",NA,NA,"My mum has started watching Schitts Creek and she loves it My work here is done ",3,"positive"
"1315351816385818624",2020-10-11,"@CAFinUS Happy Thanksgiving!  We are so thankful for having understanding neighbors who share incredible things with us like Schitt’s Creek, poutine, Nanaimo bars, and so much more. I am still a bit suspect of those milk bags...",2,0,"NA",NA,NA,NA,"en",NA,NA,"CAFinUS Happy Thanksgiving  We are so thankful for having understanding neighbors who share incredible things with us like Schitts Creek poutine Nanaimo bars and so much more I am still a bit suspect of those milk bags",5,"positive"
"1315351524420341766",2020-10-11,"Kinda pissed we never got a Tina Turner cover from @adamlambert after watching Patrick sing Simply the Best on Schitt's Creek.",0,0,"NA",NA,NA,NA,"en",NA,NA,"Kinda pissed we never got a Tina Turner cover from adamlambert after watching Patrick sing Simply the Best on Schitts Creek",-4,"negative"
"1315351111944015873",2020-10-11,"@shadihamid The only conspiracy I can believe in is that the Schitt's Creek people paid for those Emmys, bc no one had watched that show before, suddenly they win everything, and now it has multiple syndication deals",0,0,"NA",NA,NA,NA,"en",NA,NA,"shadihamid The only conspiracy I can believe in is that the Schitts Creek people paid for those Emmys bc no one had watched that show before suddenly they win everything and now it has multiple syndication deals",0,"neutral"
"1315350589224759299",2020-10-11,"I predict that next year the Trumps will end up like Schitt's Creek only without the love, warmth, charm, and personal growth.

#VoteHimOut",0,0,"VoteHimOut",NA,NA,NA,"en",NA,NA,"I predict that next year the Trumps will end up like Schitts Creek only without the love warmth charm and personal growthVoteHimOut",8,"positive"
"1315349864063078401",2020-10-11,"Don’t talk to me about “cancel culture.” You’ve never outed yourself as a Schitt’s Creek fan in a room full of Succession fans.",3,0,"NA",NA,NA,NA,"en",NA,NA,"Dont talk to me about cancel culture Youve never outed yourself as a Schitts Creek fan in a room full of Succession fans",5,"positive"
"1315349362357137408",2020-10-11,"@SaifQd I’ve watched a few episodes, it’s definitely not as intensely scary as hill house to begin with if that’s something you’re considering. Also if you want to watch a comedy, schitt’s creek is wonderful if you haven’t seen it yet! I’ve been watching it a lot lately lol",1,0,"NA",NA,NA,NA,"en",NA,NA,"SaifQd Ive watched a few episodes its definitely not as intensely scary as hill house to begin with if thats something youre considering Also if you want to watch a comedy schitts creek is wonderful if you havent seen it yet Ive been watching it a lot lately lol",6,"positive"
"1315140347182407682",2020-10-11,"wait schitt's creek is actually making me cackle. i wasn't expecting that lol",0,0,"NA",NA,NA,NA,"en",NA,NA,"wait schitts creek is actually making me cackle i wasnt expecting that lol",3,"positive"
"1315109083054309376",2020-10-11,"okay but this motel desk attendant in schitt's creek is me as fuck 😭",1,0,"NA",NA,NA,NA,"en",NA,NA,"okay but this motel desk attendant in schitts creek is me as fuck ",-4,"negative"
"1315348190678388736",2020-10-11,"I’m late to Schitt’s Creek but I love it here",2,0,"NA",NA,NA,NA,"en",NA,NA,"Im late to Schitts Creek but I love it here",3,"positive"
"1315347859504472064",2020-10-11,"@artistmarciax @sweetbtchesbrew schitt's creek is one of the few shows where i'm okay with it being super white cause why would i want my own people to suffer lmao",3,0,"NA",NA,NA,NA,"en",NA,NA,"artistmarciax sweetbtchesbrew schitts creek is one of the few shows where im okay with it being super white cause why would i want my own people to suffer lmao",5,"positive"
"1315347073869533185",2020-10-11,"Just watched Eric Trump on This Week. The Trump family is more insane then the family on Schitt’s Creek!",2,0,"NA",NA,NA,NA,"en",NA,NA,"Just watched Eric Trump on This Week The Trump family is more insane then the family on Schitts Creek",-2,"negative"
"1315346961030053888",2020-10-11,"@surreraspooshh Not on Netflix but YT and watch series, I'd recommend Soul Food. 

or give Gossip Girl, One Day at a Time, Normal People. I haven't watched but Schitt's Creek is on my list.",2,0,"NA",NA,NA,NA,"en",NA,NA,"surreraspooshh Not on Netflix but YT and watch series Id recommend Soul Food or give Gossip Girl One Day at a Time Normal People I havent watched but Schitts Creek is on my list",2,"positive"
"1315346686106120192",2020-10-11,"But I maintain that Schitt's Creek is excellent. EXCELLENT

that being said..
ay yo @SchittsCreek 
when us Spanish speakers gonna get a dub/subbed version?",4,1,"NA",NA,NA,NA,"en",NA,NA,"But I maintain that Schitts Creek is excellent EXCELLENTthat being saiday yo SchittsCreek when us Spanish speakers gonna get a dubsubbed version",3,"positive"
"1315346392144064518",2020-10-11,"@danjlevy I just wanted to tell you that I adore you and your work! I feel like I could totally be best friends with David. I’m a huge fan of Schitt’s Creek and am obsessed with the character development throughout the show! Plus your family is so talented!!! Love to you all. X",0,0,"NA",NA,NA,NA,"en",NA,NA,"danjlevy I just wanted to tell you that I adore you and your work I feel like I could totally be best friends with David Im a huge fan of Schitts Creek and am obsessed with the character development throughout the show Plus your family is so talented Love to you all X",10,"positive"
"1315344912473350148",2020-10-11,"I know I’m REALLY late to the party, but I’ve just started Schitt’s Creek and I already love it and the characters are iconic.",204,1,"NA",NA,NA,NA,"en",NA,NA,"I know Im REALLY late to the party but Ive just started Schitts Creek and I already love it and the characters are iconic",3,"positive"
"1315344455113768961",2020-10-11,"Watching schitt’s creek: best wishes, warm regards and I’m a mess",1,0,"NA",NA,NA,NA,"en",NA,NA,"Watching schitts creek best wishes warm regards and Im a mess",0,"neutral"
"1315343890350776322",2020-10-11,"I been watching schitt’s creek for a solid 3 days now",1,0,"NA",NA,NA,NA,"en",NA,NA,"I been watching schitts creek for a solid  days now",2,"positive"
"1315343570602127360",2020-10-11,"Awww.  I don’t care if the world is getting sick of hearing how wonderful @SchittsCreek is - I love that people are highlighting this healthy relationship model #simplythebest Schitt's Creek: Why 'The Incident' Is Season 6's Most Important Episode https://t.co/8jPEyA7xSj",0,0,"simplythebest",NA,NA,NA,"en",NA,NA,"Awww  I dont care if the world is getting sick of hearing how wonderful SchittsCreek is  I love that people are highlighting this healthy relationship model simplythebest Schitts Creek Why The Incident Is Season s Most Important Episode ",11,"positive"
"1315343471348273152",2020-10-11,"I am gutted just got to the end of Schitt's Creek...... loved it.  Will need to find a new series now.",2,0,"NA",NA,NA,NA,"en",NA,NA,"I am gutted just got to the end of Schitts Creek loved it  Will need to find a new series now",3,"positive"
"1315342834480840704",2020-10-11,"finally got to watch the last season of schitt’s creek 😭😭😭😭 i love this show so *so* much",1,0,"NA",NA,NA,NA,"en",NA,NA,"finally got to watch the last season of schitts creek  i love this show so so much",3,"positive"
"1315342263577444352",2020-10-11,"Ok fine! I stuck with Schitt’s Creek like you told me to (despite 99.9% of the time never doing such a thing when a show doesn’t appeal to me within a specific window). 

Ok fine! It’s a great fucking show and I love it now. Almost on S3 now. Happy?!🤣🤣",5361,127,"NA",NA,NA,NA,"en",NA,NA,"Ok fine I stuck with Schitts Creek like you told me to despite  of the time never doing such a thing when a show doesnt appeal to me within a specific window Ok fine Its a great fucking show and I love it now Almost on S now Happy🤣🤣",6,"positive"
"1315342085491482624",2020-10-11,"I’m going to cry once I finish Schitt’s Creek 😟",7,0,"NA",NA,NA,NA,"en",NA,NA,"Im going to cry once I finish Schitts Creek ",-1,"negative"
"1315087624902766593",2020-10-11,"Finally watching Schitt’s Creek and genuinely missing my former friend who has been unironically pronouncing words like Moira does for the last 17 years.",3,0,"NA",NA,NA,NA,"en",NA,NA,"Finally watching Schitts Creek and genuinely missing my former friend who has been unironically pronouncing words like Moira does for the last  years",-2,"negative"
"1315341386158309377",2020-10-11,"Is it normal to cry at like every third episode of Schitt’s Creek?",3,0,"NA",NA,NA,NA,"en",NA,NA,"Is it normal to cry at like every third episode of Schitts Creek",-1,"negative"
"1315340798095953921",2020-10-11,"@danjlevy I watched your documentary yesterday about the last season of schitt's creek... Loved it... Thank you for everything you do... Love you!",0,0,"NA",NA,NA,NA,"en",NA,NA,"danjlevy I watched your documentary yesterday about the last season of schitts creek Loved it Thank you for everything you do Love you",6,"positive"
"1315295851737239553",2020-10-11,"@Scholar1977 Schitt’s Creek; Grace and Frankie; working moms; stranger things ... so many things 💕💕",1,0,"NA",NA,NA,NA,"en",NA,NA,"Scholar Schitts Creek Grace and Frankie working moms stranger things  so many things ",0,"neutral"
"1315340690864381955",2020-10-11,"@Scholar1977 Philip loved Ozark but I appear to be in the minority and hated it. You will love Schitt’s Creek. Bear with the first couple of episodes and then it is magical. And your mum will love The Crown.",1,0,"NA",NA,NA,NA,"en",NA,NA,"Scholar Philip loved Ozark but I appear to be in the minority and hated it You will love Schitts Creek Bear with the first couple of episodes and then it is magical And your mum will love The Crown",6,"positive"
"1315339971511963648",2020-10-11,"Finished Schitt’s Creek. I’m not crying you’re crying",3,0,"NA",NA,NA,NA,"en",NA,NA,"Finished Schitts Creek Im not crying youre crying",-2,"negative"
"1312923180751699968",2020-10-05,"Omg I’m watching Schitt’s Creek S6 and this date Ted sets up for Alexis is soooo cute 😭😭😭😭😭",6,0,"NA",NA,NA,NA,"en",NA,NA,"Omg Im watching Schitts Creek S and this date Ted sets up for Alexis is soooo cute ",2,"positive"
"1315338614058946561",2020-10-11,"So I’m rewatching the 5th season of  Schitt’s Creek and the guy casted as “Cliff” is the distracted boyfriend meme guy, right ?? https://t.co/83L8hFegyo",4,1,"NA",NA,NA,NA,"en",NA,NA,"So Im rewatching the th season of  Schitts Creek and the guy casted as Cliff is the distracted boyfriend meme guy right  ",-2,"negative"
"1315337679849091076",2020-10-11,"after three months of watching only schitt’s creek i’m not used to people not being able to be out and safe :(",2,0,"NA",NA,NA,NA,"en",NA,NA,"after three months of watching only schitts creek im not used to people not being able to be out and safe ",1,"positive"
"1313629834011176969",2020-10-06,"@davidrcses that’s what the rose’s house looks like in my au fic where they’ve lived in schitt’s creek for like 20 years. the metal peacocks are by the fireplacd lmao",0,0,"NA",NA,NA,NA,"en",NA,NA,"davidrcses thats what the roses house looks like in my au fic where theyve lived in schitts creek for like  years the metal peacocks are by the fireplacd lmao",4,"positive"
"1314330864315240448",2020-10-08,"@emmyrosebrew omg please do, i started out as an incorrect schitt’s creek account then i stopped so if u wanna use any of my old tweets then u can lol",1,0,"NA",NA,NA,NA,"en",NA,NA,"emmyrosebrew omg please do i started out as an incorrect schitts creek account then i stopped so if u wanna use any of my old tweets then u can lol",2,"positive"
"1315337577390628865",2020-10-11,"New essay: 

'Schitt's Creek, Liberalism in Crisis, and the End of History: Reflections on Decadence'",35,0,"NA",NA,NA,NA,"en",NA,NA,"New essay Schitts Creek Liberalism in Crisis and the End of History Reflections on Decadence",-3,"negative"
"1315335740394532864",2020-10-11,"In completely uncoordinated fashion, everyone in my family has started watching Schitt's Creek in the past two weeks. And I feel like it comes up in every social gathering, all of a sudden. Fascinating how something can become ubiquitous over night.",80,3,"NA",NA,NA,NA,"en",NA,NA,"In completely uncoordinated fashion everyone in my family has started watching Schitts Creek in the past two weeks And I feel like it comes up in every social gathering all of a sudden Fascinating how something can become ubiquitous over night",3,"positive"
"1315337471366922246",2020-10-11,"@MuellerKristine Love Schitt's Creek!",0,0,"NA",NA,NA,NA,"en",NA,NA,"MuellerKristine Love Schitts Creek",3,"positive"
"1315336800001560577",2020-10-11,"Why have I only just got round to watching Schitt’s Creek? Really funny! 😆",0,0,"NA",NA,NA,NA,"en",NA,NA,"Why have I only just got round to watching Schitts Creek Really funny ",4,"positive"
"1315336655629361155",2020-10-11,"I watched Schitt's Creek S00E09 Merry Christmas, Johnny Rose! It was . #tvtime https://t.co/k48KmJBC1E",0,0,"tvtime",NA,NA,NA,"en",NA,NA,"I watched Schitts Creek SE Merry Christmas Johnny Rose It was  tvtime ",3,"positive"
"1315336379367337984",2020-10-11,"All right Schitt's Creek is just not good. I feel like in every good sitcom you can succinctly describe each supporting character's main personality traits, but...what do Stevie or Mutt or the vet even care about?",0,0,"NA",NA,NA,NA,"en",NA,NA,"All right Schitts Creek is just not good I feel like in every good sitcom you can succinctly describe each supporting characters main personality traits butwhat do Stevie or Mutt or the vet even care about",4,"positive"
"1314638157200216064",2020-10-09,"Is there any reason not to skip to season 3 of Schitt's Creek? I've watched about 8 episodes and though I love the performances it really isn't great overall.",0,0,"NA",NA,NA,NA,"en",NA,NA,"Is there any reason not to skip to season  of Schitts Creek Ive watched about  episodes and though I love the performances it really isnt great overall",3,"positive"
"1314369991815372803",2020-10-09,"Schitt's Creek's @danjlevy calls out Comedy Central India for censoring gay kiss and it's epic:

https://t.co/O6w1FxijXM https://t.co/EMjJbpfgem",31,4,"NA",NA,NA,NA,"en",NA,NA,"Schitts Creeks danjlevy calls out Comedy Central India for censoring gay kiss and its epic",1,"positive"
"1314279396425957376",2020-10-08,"Schitt's Creek's @danjlevy calls out Comedy Central India for censoring gay kiss and it's epic:

https://t.co/O6w1Fx0Izc https://t.co/o8J77CjQSv",36,3,"NA",NA,NA,NA,"en",NA,NA,"Schitts Creeks danjlevy calls out Comedy Central India for censoring gay kiss and its epic",1,"positive"
"1315336362829045766",2020-10-11,"Schitt's Creek's @danjlevy calls out Comedy Central India for censoring gay kiss and it's epic:

https://t.co/O6w1Fx0Izc https://t.co/dJV4gKwaTo",32,1,"NA",NA,NA,NA,"en",NA,NA,"Schitts Creeks danjlevy calls out Comedy Central India for censoring gay kiss and its epic",1,"positive"
"1314159137366970368",2020-10-08,"Schitt's Creek's @danjlevy calls out Comedy Central India for censoring gay kiss and it's epic:

https://t.co/7KQ4Um3dGQ https://t.co/WkKqRXwQAG",64,9,"NA",NA,NA,NA,"en",NA,NA,"Schitts Creeks danjlevy calls out Comedy Central India for censoring gay kiss and its epic",1,"positive"
"1314973972174458880",2020-10-10,"Schitt's Creek's @danjlevy calls out Comedy Central India for censoring gay kiss and it's epic:

https://t.co/O6w1FxijXM https://t.co/GGBNnCF97U",32,2,"NA",NA,NA,NA,"en",NA,NA,"Schitts Creeks danjlevy calls out Comedy Central India for censoring gay kiss and its epic",1,"positive"
"1315336308508688384",2020-10-11,"@MissNortonC I binge watched it years ago. Not sure I’m ready to rewatch, but it’s brills, fo sho! I am really into Schitt’s Creek atm, but I’ll try THoBM after.",1,0,"NA",NA,NA,NA,"en",NA,NA,"MissNortonC I binge watched it years ago Not sure Im ready to rewatch but its brills fo sho I am really into Schitts Creek atm but Ill try THoBM after",-2,"negative"
"1314306041136345088",2020-10-08,"sitcom twt is finally recognizing what a great show schitt’s creek is and i’m so 🥺 saying that i also miss it when there was just a bunch of us but i’m so glad it’s finally getting the recognition it deserves",14,0,"NA",NA,NA,NA,"en",NA,NA,"sitcom twt is finally recognizing what a great show schitts creek is and im so 🥺 saying that i also miss it when there was just a bunch of us but im so glad its finally getting the recognition it deserves",1,"positive"
"1315335649189195777",2020-10-11,"i came out to my friends as bi for the first time when i was 16 and all of my closest friends told me it was a phase. and they made me question myself to the point where i felt the need to take my words back. it took me three years to be okay with it, and schitt’s creek helped",70,1,"NA",NA,NA,NA,"en",NA,NA,"i came out to my friends as bi for the first time when i was  and all of my closest friends told me it was a phase and they made me question myself to the point where i felt the need to take my words back it took me three years to be okay with it and schitts creek helped",2,"positive"
